time_identifier,time_period,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,gender,number_of_children,point_score,average_point_score,elg_number,elg_percent,gld_number,gld_percent,comm_lang_lit_number,comm_lang_lit_percent
Academic Year,201718,Local Authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,2432,82673,34,1773,72.9,1812,74.5,1832,75.3
Academic Year,201718,Local Authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Girls,1206,42569,35.3,977,81,991,82.2,1001,83
Academic Year,201718,Local Authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Boys,1226,40104,32.7,796,64.9,821,67,831,67.8
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,1429,51337,35.9,1069,74.8,1075,75.2,1085,75.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Girls,671,24906,37.1,550,82,553,82.4,555,82.7
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Boys,758,26431,34.9,519,68.5,522,68.9,530,69.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,2656,90772,34.2,1905,71.7,1929,72.6,1957,73.7
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Girls,1310,46182,35.3,1041,79.5,1053,80.4,1066,81.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Boys,1346,44590,33.1,864,64.2,876,65.1,891,66.2
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Total,6291,224405,35.7,4571,72.7,4649,73.9,4712,74.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Girls,3112,114271,36.7,2483,79.8,2499,80.3,2522,81
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,Boys,3179,110134,34.6,2088,65.7,2150,67.6,2190,68.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,5576,206080,37,4215,75.6,4264,76.5,4304,77.2
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Girls,2683,101848,38,2190,81.6,2211,82.4,2237,83.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Boys,2893,104232,36,2025,70,2053,71,2067,71.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,15451,550653,35.6,11732,75.9,11858,76.7,11993,77.6
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Girls,7623,280156,36.8,6299,82.6,6343,83.2,6404,84
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Boys,7828,270497,34.6,5433,69.4,5515,70.5,5589,71.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,1324,45183,34.1,951,71.8,966,73,977,73.8
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Girls,646,22585,35,510,78.9,515,79.7,522,80.8
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Boys,678,22598,33.3,441,65,451,66.5,455,67.1
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,18119,643208,35.5,13486,74.4,13615,75.1,13799,76.2
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Girls,8742,320547,36.7,7117,81.4,7160,81.9,7235,82.8
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Boys,9377,322661,34.4,6369,67.9,6455,68.8,6564,70
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,3519,120790,34.3,2497,71,2561,72.8,2583,73.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Girls,1722,61072,35.5,1353,78.6,1375,79.8,1386,80.5
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Boys,1797,59718,33.2,1144,63.7,1186,66,1197,66.6
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,3875,137987,35.6,2804,72.4,2841,73.3,2872,74.1
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Girls,1891,70010,37,1510,79.9,1523,80.5,1535,81.2
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Boys,1984,67977,34.3,1294,65.2,1318,66.4,1337,67.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,7655,266618,34.8,5546,72.4,5623,73.5,5713,74.6
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Girls,3718,132736,35.7,2933,78.9,2952,79.4,2994,80.5
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Boys,3937,133882,34,2613,66.4,2671,67.8,2719,69.1
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,2532,87605,34.6,1772,70,1781,70.3,1793,70.8
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Girls,1233,44124,35.8,951,77.1,952,77.2,955,77.5
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Boys,1299,43481,33.5,821,63.2,829,63.8,838,64.5
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Total,2058,70159,34.1,1419,69,1463,71.1,1477,71.8
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Girls,1036,36490,35.2,801,77.3,818,79,824,79.5
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Boys,1022,33669,32.9,618,60.5,645,63.1,653,63.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,2382,80579,33.8,1705,71.6,1752,73.6,1770,74.3
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Girls,1162,40524,34.9,916,78.8,935,80.5,942,81.1
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Boys,1220,40055,32.8,789,64.7,817,67,828,67.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,2927,100830,34.4,2059,70.3,2079,71,2105,71.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Girls,1431,51242,35.8,1129,78.9,1138,79.5,1150,80.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Boys,1496,49588,33.1,930,62.2,941,62.9,955,63.8
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,13395,496585,37.1,10432,77.9,10497,78.4,10649,79.5
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Girls,6569,250336,38.1,5522,84.1,5541,84.4,5606,85.3
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Boys,6826,246249,36.1,4910,71.9,4956,72.6,5043,73.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,1907,69649,36.5,1409,73.9,1413,74.1,1431,75
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Girls,908,34267,37.7,731,80.5,732,80.6,740,81.5
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Boys,999,35382,35.4,678,67.9,681,68.2,691,69.2
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,9458,319155,33.7,6605,69.8,6749,71.4,6844,72.4
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Girls,4485,155476,34.7,3483,77.7,3536,78.8,3582,79.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Boys,4973,163679,32.9,3122,62.8,3213,64.6,3262,65.6
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,1694,62208,36.7,1239,73.1,1258,74.3,1285,75.9
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Girls,829,31111,37.5,658,79.4,662,79.9,674,81.3
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Boys,865,31097,36,581,67.2,596,68.9,611,70.6
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,2251,81517,36.2,1666,74,1695,75.3,1726,76.7
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Girls,1059,39302,37.1,844,79.7,856,80.8,868,82
Academic Year,201718,Local Authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Boys,1192,42215,35.4,822,69,839,70.4,858,72
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,1911,65511,34.3,1356,71,1388,72.6,1411,73.8
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Girls,920,32269,35.1,710,77.2,720,78.3,735,79.9
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Boys,991,33242,33.5,646,65.2,668,67.4,676,68.2
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Total,2022,73225,36.2,1533,75.8,1534,75.9,1554,76.9
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Girls,969,36236,37.4,813,83.9,814,84,821,84.7
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,Boys,1053,36989,35.1,720,68.4,720,68.4,733,69.6
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Total,5518,185628,33.6,3738,67.7,3808,69,3843,69.6
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Girls,2686,92863,34.6,1985,73.9,2015,75,2026,75.4
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,801,E06000023,Bristol City of,Boys,2832,92765,32.8,1753,61.9,1793,63.3,1817,64.2
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,5968,205685,34.5,4000,67,4089,68.5,4181,70.1
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Girls,2924,104484,35.7,2190,74.9,2218,75.9,2260,77.3
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Boys,3044,101201,33.2,1810,59.5,1871,61.5,1921,63.1
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,7772,268849,34.6,5492,70.7,5574,71.7,5641,72.6
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Girls,3708,132093,35.6,2911,78.5,2932,79.1,2962,79.9
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Boys,4064,136756,33.7,2581,63.5,2642,65,2679,65.9
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Total,4116,145106,35.3,2863,69.6,2892,70.3,2943,71.5
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Girls,1990,72331,36.3,1527,76.7,1529,76.8,1553,78
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,Boys,2126,72775,34.2,1336,62.8,1363,64.1,1390,65.4
Academic Year,201718,Local Authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,6858,242135,35.3,4673,68.1,4743,69.2,4838,70.5
